Idx,Class,Valid FileName,Result FileName,Number of Item Detected,Detected Classes Idx,Detected Classes Name,Confidence Score
1,alCan,8413052090035-2-400g.jpg,8413052090035-2-400g_7eb8e8a41d704cf89f4926bc581d1d70.jpg,1,[24.0],['alCan'],[0.9203510880470276]
1,alCan,91fASwp5g-L.jpg,91fASwp5g-L_664232fa275444b6a34d0e6e98d6c970.jpg,1,[20.0],['glassJar'],[0.40571096539497375]
1,alCan,aluminum-can-drops-without-isolated-600nw-2286704423.jpg,aluminum-can-drops-without-isolated-600nw-2286704423_debbe1b8f8ec489d9ee2840185f472c4.jpg,2,"[24.0, 14.0]","['alCan', 'plasticLid']","[0.880611777305603, 0.8450249433517456]"
1,alCan,beer-can-top-view-two-cans-white-background-36942546.jpg,beer-can-top-view-two-cans-white-background-36942546_0ac770cab3794463931d7d1a9d1cf006.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.9129237532615662, 0.7899979948997498]"
1,alCan,cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTExL2ZyYm94X2NvbGFf.png,cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTExL2ZyYm94X2NvbGFf_c88dab95d78f4600afae1e768f2ef0cb.jpg,1,[24.0],['alCan'],[0.6713637113571167]
1,alCan,Coke-Lemon.jpg,Coke-Lemon_dd1ec6456b87453791616e9eca1e330b.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.9144083261489868, 0.8965996503829956]"
1,alCan,depositphotos_213484082-stock-photo-red-can-top-view-isolate.jpg,depositphotos_213484082-stock-photo-red-can-top-view-isolate_fe0ab645bc9944ca86206de80327ef1b.jpg,1,[24.0],['alCan'],[0.8001019954681396]
1,alCan,diet-coke-1.jpg,diet-coke-1_8fcb8e85a4034fbb82941fb1ac538556.jpg,1,[24.0],['alCan'],[0.9118945002555847]
1,alCan,diet-coke-drink-500x500.png,diet-coke-drink-500x500_3f57dd81bb134e41a420ab6d35d79b37.jpg,1,[24.0],['alCan'],[0.9320901036262512]
1,alCan,diet-cola-drink-can-C60D8E.jpg,diet-cola-drink-can-C60D8E_0e606289e1024682b6e439551107fe37.jpg,1,[24.0],['alCan'],[0.9326514005661011]
1,alCan,ewgreh.jpg,ewgreh_b2d0e9241cec483e83a39cf1eb2e0ad5.jpg,4,"[24.0, 24.0, 24.0, 24.0]","['alCan', 'alCan', 'alCan', 'alCan']","[0.7653728127479553, 0.7278447151184082, 0.6987119317054749, 0.6702819466590881]"
1,alCan,fust_108803.jpg,fust_108803_97e3a870856e4442bf64253cdf987f5a.jpg,1,[24.0],['alCan'],[0.895586371421814]
1,alCan,fwe.jpeg,fwe_8bba2f3cc0604db38725d5dddd5e6e57.jpg,2,"[24.0, 9.0]","['alCan', 'plasticContainer']","[0.5555471777915955, 0.2771100103855133]"
1,alCan,g-fuel-energy-drink-strawberry-slushine-one-shot-gurl-16oz-4.jpg,g-fuel-energy-drink-strawberry-slushine-one-shot-gurl-16oz-4_66e2ae3c332c47f3a80489b84be3cbe9.jpg,1,[24.0],['alCan'],[0.9198859333992004]
1,alCan,image (13).jpeg,image (13)_34e5b7cbaeac4192b0450418d9d7ffd1.jpg,2,"[24.0, 20.0]","['alCan', 'glassJar']","[0.7644252777099609, 0.5617247223854065]"
1,alCan,image (14).jpeg,image (14)_29cba153d75b4971ab697889a6480242.jpg,1,[24.0],['alCan'],[0.8706046938896179]
1,alCan,image (16).jpeg,image (16)_e0d38f1a9fc94611abee3f094f36f075.jpg,1,[24.0],['alCan'],[0.8999204039573669]
1,alCan,image (17).jpeg,image (17)_4a838295097746c2a0dbcf0984fa1b9a.jpg,5,"[24.0, 24.0, 24.0, 24.0, 24.0]","['alCan', 'alCan', 'alCan', 'alCan', 'alCan']","[0.9153454303741455, 0.6819513440132141, 0.6527422070503235, 0.5037363171577454, 0.26539674401283264]"
1,alCan,image (18).jpeg,image (18)_d678518d720646c8977add7cdbf890da.jpg,1,[24.0],['alCan'],[0.8147915601730347]
1,alCan,image (20).jpeg,image (20)_b237d6898c9a4467a8cddb1ce30abb2c.jpg,2,"[24.0, 14.0]","['alCan', 'plasticLid']","[0.8231679201126099, 0.4919496774673462]"
1,alCan,image (3).jpeg,image (3)_be174a4dc1804e508ba0ce9c41e589a1.jpg,3,"[2.0, 24.0, 2.0]","['pastry', 'alCan', 'pastry']","[0.40162673592567444, 0.2882955074310303, 0.2502211034297943]"
1,alCan,image (4).jpeg,image (4)_4c2c7defd32c4af48771d48b2f678ead.jpg,2,"[4.0, 24.0]","['milkCarton', 'alCan']","[0.34400179982185364, 0.25613483786582947]"
1,alCan,image (5).jpeg,image (5)_b3fefb03bf414bb794d9d35201923866.jpg,2,"[1.0, 9.0]","['paperBox', 'plasticContainer']","[0.6156193017959595, 0.5549989938735962]"
1,alCan,image (6).jpeg,image (6)_3c7d0c07b7aa4503b463f2f337e27cef.jpg,1,[24.0],['alCan'],[0.8295664191246033]
1,alCan,image (7).jpeg,image (7)_625afdb1aa10419481bfab376b950299.jpg,1,[24.0],['alCan'],[0.825116753578186]
1,alCan,image (8).jpeg,image (8)_8139c22e477f4363895f7c0e7c9ca57a.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.9231324791908264, 0.9149655103683472]"
1,alCan,image (9).jpeg,image (9)_5b07b50c138d4fdeb09543335620d536.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.8909263610839844, 0.8835579752922058]"
1,alCan,images (4).jpeg,images (4)_930bb3f18d9d40fcafc9454d57d17a3f.jpg,1,[24.0],['alCan'],[0.812153697013855]
1,alCan,mw012.jpg,mw012_69ea02e6be0e434f8f3203a19358155d.jpg,1,[24.0],['alCan'],[0.9257096648216248]
1,alCan,ocean-bomb-street-fighter-ryu-apple-sparkling-tea.png,ocean-bomb-street-fighter-ryu-apple-sparkling-tea_47adb2a05cce49938f5a22e935aa8659.jpg,1,[24.0],['alCan'],[0.8892173767089844]
1,alCan,opened-aluminum-can-with-beer-or-soda-top-view-isolated-on-w.jpg,opened-aluminum-can-with-beer-or-soda-top-view-isolated-on-w_aca9013cf3764c5aa9d12f907d83545b.jpg,1,[24.0],['alCan'],[0.45664533972740173]
1,alCan,opened-beer-can-top-view-600nw-485704462.jpg,opened-beer-can-top-view-600nw-485704462_dbead77056ae420bb9fb9e2093968772.jpg,1,[24.0],['alCan'],[0.46782559156417847]
1,alCan,PANTCOKE300X241_sq.jpg,PANTCOKE300X241_sq_138bb4a2d1c74383a4f5ff2cc8313c26.jpg,1,[24.0],['alCan'],[0.9140229225158691]
1,alCan,pepm-min.png,pepm-min_38fe4b042ee646d8984b52778da48a03.jpg,1,[24.0],['alCan'],[0.9083148241043091]
1,alCan,pepsi-maxcan.jpg,pepsi-maxcan_b14cd9a185f845d38da5dbf496d88581.jpg,1,[24.0],['alCan'],[0.9143365621566772]
1,alCan,qfwf.jpeg,qfwf_fb4a58ec8586494a8d2fdc4e941dc785.jpg,1,[24.0],['alCan'],[0.8519858121871948]
1,alCan,schweppes_soda_cans_15cl_x_24__1.png,schweppes_soda_cans_15cl_x_24__1_dad59d46cca342a590347810a294f974.jpg,1,[24.0],['alCan'],[0.9254903793334961]
1,alCan,soda-can-top-view-white-background-43796185.jpg,soda-can-top-view-white-background-43796185_fa795806ecd64543affd167bfd979387.jpg,2,"[9.0, 24.0]","['plasticContainer', 'alCan']","[0.8783020973205566, 0.7192894220352173]"
1,alCan,Sprite-330ml-021119.jpg,Sprite-330ml-021119_c0d2b89491ee4b7db6e87fe73335731b.jpg,1,[24.0],['alCan'],[0.9114534854888916]
1,alCan,stock-photo-top-view-of-closed-and-opened-aluminium-cans-iso.jpg,stock-photo-top-view-of-closed-and-opened-aluminium-cans-iso_6964e54bea3e46909220c6a304373780.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.8355727195739746, 0.6725453734397888]"
1,alCan,top-green-beer-can-isolated-white-22878652.jpg,top-green-beer-can-isolated-white-22878652_dbc2a31102c848eab13194a60438279c.jpg,2,"[24.0, 9.0]","['alCan', 'plasticContainer']","[0.36088261008262634, 0.2535149157047272]"
1,alCan,top-view-of-closed-soda-can-isolated-on-white-background-G25.jpg,top-view-of-closed-soda-can-isolated-on-white-background-G25_a04ca39d6e6a40eb9f9ef7b8717e1bd8.jpg,1,[24.0],['alCan'],[0.7717455625534058]
1,alCan,top-view-of-green-aluminum-soda-or-beer-can-mockup-vector-23.jpg,top-view-of-green-aluminum-soda-or-beer-can-mockup-vector-23_8c7a5114302b40ffb9722b1e05f24adf.jpg,1,[14.0],['plasticLid'],[0.9058365225791931]
1,alCan,top-view-of-white-aluminum-can-mockup-for-soda-vector-233211.jpg,top-view-of-white-aluminum-can-mockup-for-soda-vector-233211_e84c046434ac4a54b366c7e38ae8bf3f.jpg,2,"[14.0, 24.0]","['plasticLid', 'alCan']","[0.5427760481834412, 0.4841882586479187]"
1,alCan,turkey-july-7-2015-classic-600nw-294224642.jpg,turkey-july-7-2015-classic-600nw-294224642_a38a6d9fccca4ab28d4edf08be302166.jpg,1,[24.0],['alCan'],[0.8910077214241028]
1,alCan,view-from-the-top-beer-can-on-white-background-D0P7P8.jpg,view-from-the-top-beer-can-on-white-background-D0P7P8_84251a841b2445b580bfdc4d112cd4f9.jpg,1,[9.0],['plasticContainer'],[0.5704983472824097]
1,alCan,view-top-aluminum-soda-beverage-600nw-2396196487.jpg,view-top-aluminum-soda-beverage-600nw-2396196487_bec3b45c6bce4793a77a4012bb34c82b.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.9122471809387207, 0.8531245589256287]"
1,alCan,wewfgg.jpeg,wewfgg_6bbb878aa7c143c088a2f4254e68c4c0.jpg,1,[24.0],['alCan'],[0.8813824653625488]
2,book,13512008488.jpg,13512008488_1c811412bf52418aaad365f76a5cbc5a.jpg,1,[22.0],['book'],[0.7295002937316895]
2,book,20250327_224512.jpg,20250327_224512_2093a13449c94e4bbecceb5239baf164.jpg,1,[22.0],['book'],[0.6585671305656433]
2,book,20250327_224516.jpg,20250327_224516_85b618652ede4036949fad32e459f040.jpg,2,"[18.0, 4.0]","['vape', 'milkCarton']","[0.45908185839653015, 0.26371732354164124]"
2,book,20250327_224523.jpg,20250327_224523_08bb898718164846a77677db85f4e4cb.jpg,1,[10.0],['paperEnvelope'],[0.7897461652755737]
2,book,20250327_224525.jpg,20250327_224525_d8cf323eeb6747b683ef6d2b17119c63.jpg,1,[18.0],['vape'],[0.8069769740104675]
2,book,20250327_224531.jpg,20250327_224531_e10da94712c548b3af5e9a400175e526.jpg,2,"[22.0, 4.0]","['book', 'milkCarton']","[0.6705402731895447, 0.5193663835525513]"
2,book,20250327_224534.jpg,20250327_224534_dcb69a9552db4919a02af20d055df62c.jpg,2,"[22.0, 10.0]","['book', 'paperEnvelope']","[0.6664105653762817, 0.4634796977043152]"
2,book,20250327_224538.jpg,20250327_224538_0f02d64ad3bb4e4da7260a72d2d4f5d4.jpg,1,[10.0],['paperEnvelope'],[0.6674488186836243]
2,book,20250327_224610.jpg,20250327_224610_baa760f3f3b94089aac893662df256e0.jpg,1,[10.0],['paperEnvelope'],[0.6913959383964539]
2,book,20250327_225129.jpg,20250327_225129_2bd93fc329d6401398f5f358584265be.jpg,4,"[22.0, 14.0, 10.0, 10.0]","['book', 'plasticLid', 'paperEnvelope', 'paperEnvelope']","[0.7794042825698853, 0.5262560248374939, 0.48496782779693604, 0.3804267644882202]"
2,book,20250327_225135.jpg,20250327_225135_d6cb42c5d15f40a7a59159075d3a2718.jpg,1,[22.0],['book'],[0.809282124042511]
2,book,20250327_225246.jpg,20250327_225246_c83db4b45daa4a629bdb2dfc430bd2fc.jpg,1,[22.0],['book'],[0.862214207649231]
2,book,20250327_225308.jpg,20250327_225308_4661585e522a47d98fbfe406987c9b60.jpg,1,[22.0],['book'],[0.7590914964675903]
2,book,20250327_225356.jpg,20250327_225356_21bea20a40894f1c8f1d581f6aad3a6f.jpg,1,[22.0],['book'],[0.5177583694458008]
2,book,20250327_225414.jpg,20250327_225414_9402b8c7bd0f4c908c8be59aede95f47.jpg,2,"[10.0, 22.0]","['paperEnvelope', 'book']","[0.7079265713691711, 0.28243932127952576]"
2,book,20250327_225432.jpg,20250327_225432_1e3b03f23f504295a2798b3aea5dc331.jpg,1,[10.0],['paperEnvelope'],[0.8235451579093933]
2,book,20250327_225451.jpg,20250327_225451_92899e47b4654e19860dd33656e21b51.jpg,2,"[10.0, 22.0]","['paperEnvelope', 'book']","[0.7597697973251343, 0.6063067317008972]"
2,book,20250327_225455.jpg,20250327_225455_3e38a5d7158e41e98e69827012a4b491.jpg,2,"[10.0, 22.0]","['paperEnvelope', 'book']","[0.7847694158554077, 0.38944536447525024]"
2,book,20250327_225504.jpg,20250327_225504_9b2026427b614ae1ac3cc3352f210633.jpg,2,"[10.0, 22.0]","['paperEnvelope', 'book']","[0.7649013996124268, 0.31397774815559387]"
2,book,20250327_225523.jpg,20250327_225523_34b64eabef004607bc5dbe74e5139b95.jpg,1,[22.0],['book'],[0.3686068654060364]
2,book,20250327_225555.jpg,20250327_225555_947e5021900d4a4cb47ce9430faa289b.jpg,2,"[22.0, 22.0]","['book', 'book']","[0.7195438146591187, 0.2851167619228363]"
2,book,20250327_225600.jpg,20250327_225600_5ad9d3374f0147c086b97568b252d5fa.jpg,2,"[22.0, 22.0]","['book', 'book']","[0.8020074963569641, 0.5862129330635071]"
2,book,20250327_225605.jpg,20250327_225605_a8c4f33087cc47a98b064a2948137014.jpg,1,[22.0],['book'],[0.8970295786857605]
2,book,20250327_225809.jpg,20250327_225809_acc3679d620f4968bcae45caf4dbcf51.jpg,1,[22.0],['book'],[0.27058884501457214]
2,book,20250327_225915.jpg,20250327_225915_e8262d93d2d04796b412d42d6ac99d0e.jpg,3,"[10.0, 22.0, 22.0]","['paperEnvelope', 'book', 'book']","[0.7776102423667908, 0.6855895519256592, 0.5169885158538818]"
2,book,20250327_225933.jpg,20250327_225933_b27b334cfe8b4395bb6537b2d9e5da0b.jpg,2,"[22.0, 17.0]","['book', 'tissueCore']","[0.7678189873695374, 0.7350601553916931]"
2,book,20250327_225947.jpg,20250327_225947_148dd1c148bd42edb5848d4ee45cc3c8.jpg,2,"[10.0, 22.0]","['paperEnvelope', 'book']","[0.520302951335907, 0.4946328401565552]"
2,book,20250327_230018.jpg,20250327_230018_fb7c7224975c4099b70d206aa3244ccb.jpg,1,[22.0],['book'],[0.900460422039032]
2,book,20250327_230025.jpg,20250327_230025_5762647ec2f34eae9c60405d4f121c7a.jpg,1,[22.0],['book'],[0.8795987367630005]
2,book,20250327_230038.jpg,20250327_230038_8637fcc093284433b949961cffa39108.jpg,1,[22.0],['book'],[0.7743856310844421]
2,book,20250327_230109.jpg,20250327_230109_6c6c463308be4b239dec689b7f147c20.jpg,2,"[22.0, 22.0]","['book', 'book']","[0.6853274703025818, 0.3464386761188507]"
2,book,20250327_230146.jpg,20250327_230146_d1d5afb954fd41958419c78028e99f14.jpg,2,"[22.0, 22.0]","['book', 'book']","[0.6469364166259766, 0.5971645712852478]"
2,book,20250327_230204.jpg,20250327_230204_e17780c189d3467da6283027b1deda54.jpg,1,[22.0],['book'],[0.5448232889175415]
2,book,20250327_230234.jpg,20250327_230234_ad31d4336f8d4c879cfe4893e9577a57.jpg,1,[1.0],['paperBox'],[0.36292731761932373]
2,book,20250327_230252.jpg,20250327_230252_6a0831b4f6ec4399b7a78128af4059d7.jpg,3,"[10.0, 22.0, 10.0]","['paperEnvelope', 'book', 'paperEnvelope']","[0.8565306663513184, 0.5541654229164124, 0.4899844229221344]"
2,book,20250327_230259.jpg,20250327_230259_80ac6a68e4744de1816d4e59c99b170e.jpg,3,"[10.0, 22.0, 10.0]","['paperEnvelope', 'book', 'paperEnvelope']","[0.6792865991592407, 0.6378750205039978, 0.5600151419639587]"
2,book,20250327_230311.jpg,20250327_230311_6407d4e3e656473090af09bbc35f4384.jpg,2,"[10.0, 10.0]","['paperEnvelope', 'paperEnvelope']","[0.8772021532058716, 0.828196108341217]"
2,book,20250327_231010.jpg,20250327_231010_26b03cc0947547c1a332129c155f0dd3.jpg,1,[18.0],['vape'],[0.5107126832008362]
2,book,20250327_231125.jpg,20250327_231125_387df5e104e547d4b2f344eee080d1da.jpg,1,[22.0],['book'],[0.8017196655273438]
2,book,20250327_231146.jpg,20250327_231146_2d6476499847493eb0921c083e1f94be.jpg,1,[22.0],['book'],[0.6674374341964722]
