Idx,Class,Valid FileName,Result FileName,Number of Item Detected,Detected Classes Idx,Detected Classes Name,Confidence Score
1,alCan,20220719_150038_clipped_rev_1_a9af920e-b507-42db-937b-201801.png,20220719_150038_clipped_rev_1_a9af920e-b507-42db-937b-201801_ba896eb66eaa47449d27e9069d491466.jpg,1,[24.0],['alCan'],[0.8959460258483887]
1,alCan,275ml-330ml-300ml-355ml-500ml-2-Pieces-Shape-Printed-Aluminu.jpg,275ml-330ml-300ml-355ml-500ml-2-Pieces-Shape-Printed-Aluminu_4be36d978d7c4f2faed2ba78600683d9.jpg,3,"[11.0, 11.0, 11.0]","['paperCup', 'paperCup', 'paperCup']","[0.8749997615814209, 0.7800227403640747, 0.6408315896987915]"
1,alCan,3-cans-of-pepsi-soft-drink-silhouetted-on-white-background-B.jpg,3-cans-of-pepsi-soft-drink-silhouetted-on-white-background-B_366fbbaa166a4d1ab8b4bf1b8299734c.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.8874498605728149, 0.8075138926506042]"
1,alCan,326887_cokezerofootball_922393.jpg,326887_cokezerofootball_922393_0e768ad11ec64b11be6a09eb62c6a1f5.jpg,4,"[24.0, 24.0, 24.0, 24.0]","['alCan', 'alCan', 'alCan', 'alCan']","[0.8574061393737793, 0.8516574501991272, 0.8409023284912109, 0.836502194404602]"
1,alCan,360.png,360_aa6596f98b254b6a9b16f4120832ae13.jpg,2,"[24.0, 1.0]","['alCan', 'paperBox']","[0.7440488934516907, 0.3857797086238861]"
1,alCan,360_F_181653524_RfULduU1PJGPfiLX3V4FegUj96f7lPx2.jpg,360_F_181653524_RfULduU1PJGPfiLX3V4FegUj96f7lPx2_9483aefdb2904b798bf7631ec564dfe0.jpg,1,[24.0],['alCan'],[0.8663195967674255]
1,alCan,360_F_222191256_pHmKloI7pz2rjbQ0Ek3UmS82D8zwbiNG.jpg,360_F_222191256_pHmKloI7pz2rjbQ0Ek3UmS82D8zwbiNG_8caf12a476de4ce1965b54a21f2fb9de.jpg,1,[24.0],['alCan'],[0.7793070673942566]
1,alCan,360_F_348952713_kwQxTjJMowkXlRsOXXO75hXocG8XZbI9.jpg,360_F_348952713_kwQxTjJMowkXlRsOXXO75hXocG8XZbI9_571d2723e59741a997e55957f2b2169c.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.8606805801391602, 0.8498384356498718]"
1,alCan,4c0221a9f66b0f76cba3a369c863e119a9ea3c21.jpg,4c0221a9f66b0f76cba3a369c863e119a9ea3c21_d5efc0dd5ad14e7ab478cab255f1d63d.jpg,1,[24.0],['alCan'],[0.6972225904464722]
1,alCan,4d6e0b81-8df2-47ce-a228-c0dbdfc0f759-28ee752d6ab69b110fd627c.png,4d6e0b81-8df2-47ce-a228-c0dbdfc0f759-28ee752d6ab69b110fd627c_7e3103cabd294d8687db109f71396c75.jpg,1,[24.0],['alCan'],[0.8729373812675476]
1,alCan,5.png,5_cecf70c0002740a5b716c15e0b3129bd.jpg,1,[22.0],['book'],[0.32694828510284424]
1,alCan,5000112662085.jpg,5000112662085_f17594925d854c20b9e5cb94fd5fc909.jpg,2,"[24.0, 4.0]","['alCan', 'milkCarton']","[0.6779723763465881, 0.5634143352508545]"
1,alCan,5000112673876.jpg,5000112673876_31a55d25f7864d03ad953c96414789a0.jpg,1,[24.0],['alCan'],[0.9045506119728088]
1,alCan,5000112674897.jpg,5000112674897_0073b3c8dfd94af8a05b33c3807beeda.jpg,1,[24.0],['alCan'],[0.8613781929016113]
1,alCan,5060466510241.jpg,5060466510241_f3dc6cf9c1604e30b5411a23221bed91.jpg,2,"[24.0, 0.0]","['alCan', 'shoe']","[0.8373351097106934, 0.2600829601287842]"
1,alCan,5060477670217.jpg,5060477670217_e0fc13137a32480d910ce41f195a942a.jpg,1,[4.0],['milkCarton'],[0.6942283511161804]
1,alCan,5061013944250.jpg,5061013944250_0a9e846ddbf64b1fb9e6819cee865540.jpg,1,[24.0],['alCan'],[0.8760566115379333]
1,alCan,51xvU2cAAtL-_AC_.jpg,51xvU2cAAtL-_AC__100c33e31ef34826a61b0a168f0ebc35.jpg,2,"[1.0, 9.0]","['paperBox', 'plasticContainer']","[0.6564915180206299, 0.2548585832118988]"
1,alCan,5c804f42-8d53-4af9-8784-8ee94eb7dfe9.png,5c804f42-8d53-4af9-8784-8ee94eb7dfe9_822fc0b9fdbd4f8f9ad7660c88059d1b.jpg,1,[24.0],['alCan'],[0.9120720028877258]
1,alCan,619KWtp6nOL-_SY741_grande.jpg,619KWtp6nOL-_SY741_grande_6b62f55e2ee54a8184a79c5fb76980ad.jpg,1,[24.0],['alCan'],[0.9371429085731506]
1,alCan,61Rt1KAYq4L.jpg,61Rt1KAYq4L_a89c7753704847158d2c1c7b293a5f63.jpg,2,"[9.0, 24.0]","['plasticContainer', 'alCan']","[0.6894323825836182, 0.683585524559021]"
1,alCan,61y-1f-cAKL.jpg,61y-1f-cAKL_e347210af0c24cc998a5edc40554d9ff.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.9347747564315796, 0.893834114074707]"
1,alCan,711TM5g48JL-_SL1500_.jpg,711TM5g48JL-_SL1500__17bfec617e404581869a23b702df3575.jpg,1,[24.0],['alCan'],[0.9430291056632996]
1,alCan,71518_Coke-one-brand-lineup-raised.jpg,71518_Coke-one-brand-lineup-raised_33b20da0e8d747ffbd7fee47ceffb2b4.jpg,4,"[24.0, 24.0, 24.0, 24.0]","['alCan', 'alCan', 'alCan', 'alCan']","[0.9171842932701111, 0.9019723534584045, 0.8901456594467163, 0.8760958313941956]"
1,alCan,7188zx-4psL.jpg,7188zx-4psL_c582d889749f464ca9c50e6e909f8540.jpg,1,[22.0],['book'],[0.7757458090782166]
1,alCan,71gJNnJle0L-_SL1500_.jpg,71gJNnJle0L-_SL1500__2df8d48e5b1d4472821eac4a771f78fe.jpg,1,[24.0],['alCan'],[0.9428654313087463]
1,alCan,71HVQKBynJL-_AC_UL600_SR600-600_.jpg,71HVQKBynJL-_AC_UL600_SR600-600__959bdc1fe5a84868afc83dddf9b7baf3.jpg,2,"[1.0, 25.0]","['paperBox', 'softPlastic']","[0.5636258721351624, 0.27942872047424316]"
1,alCan,71jrWkbKWmL-_AC_UL600_SR600-600_.jpg,71jrWkbKWmL-_AC_UL600_SR600-600__38238e38c7f74c5d8d9c1572be1a444e.jpg,1,[24.0],['alCan'],[0.9056658148765564]
1,alCan,71LpkE-TVvL.jpg,71LpkE-TVvL_aeb726ac549449da910065ac3e15c415.jpg,4,"[24.0, 24.0, 24.0, 24.0]","['alCan', 'alCan', 'alCan', 'alCan']","[0.9197794795036316, 0.9111219644546509, 0.8998396992683411, 0.8723818063735962]"
1,alCan,72622.jpg,72622_2ee7c6baba20421ca8283a60de3298bd.jpg,2,"[1.0, 24.0]","['paperBox', 'alCan']","[0.7763330936431885, 0.4787643849849701]"
1,alCan,77733_FRONT-448119_535x.jpg,77733_FRONT-448119_535x_8785a7f9cf5e4f63bbfede280305b531.jpg,2,"[9.0, 24.0]","['plasticContainer', 'alCan']","[0.7328558564186096, 0.538223147392273]"
1,alCan,7Up.jpg,7Up_3c5577cdbc494ebfb37a1015cf000447.jpg,1,[24.0],['alCan'],[0.9382672309875488]
1,alCan,80534.jpg,80534_e870d3e0fea44cc9be74bbaf05a3eac4.jpg,1,[24.0],['alCan'],[0.9021453857421875]
1,alCan,819296.jpg,819296_04f148fd81e346429efcde9204b615cc.jpg,1,[1.0],['paperBox'],[0.7847212553024292]
1,alCan,819299.jpg,819299_5ba5b34609d740039d864626138779c1.jpg,2,"[1.0, 22.0]","['paperBox', 'book']","[0.6681705117225647, 0.555187463760376]"
1,alCan,81EyKjxp9GL-_AC_UF894-1000_QL80_.jpg,81EyKjxp9GL-_AC_UF894-1000_QL80__ff8eaad2e5c84649a3ec3b657ca7fd77.jpg,3,"[1.0, 16.0, 1.0]","['paperBox', 'sandwich', 'paperBox']","[0.4278712272644043, 0.3070757985115051, 0.30639150738716125]"
1,alCan,81q6LZ-J0aL.jpg,81q6LZ-J0aL_f8c6ac03b57c4af08f5fe2339205b3db.jpg,2,"[24.0, 22.0]","['alCan', 'book']","[0.8906641602516174, 0.5893107056617737]"
1,alCan,81R9zmkL6ZL-_AC_UL600_SR600-600_.jpg,81R9zmkL6ZL-_AC_UL600_SR600-600__bef2b00631104b27bbb449572666b483.jpg,1,[9.0],['plasticContainer'],[0.5339785814285278]
1,alCan,821721.jpg,821721_5edc4a41ca854471b1b4c64b5ac8ebf0.jpg,1,[24.0],['alCan'],[0.9148637652397156]
1,alCan,824256.jpg,824256_9e32d9e7b5c649ef9a814b58727269f9.jpg,1,[24.0],['alCan'],[0.7805681824684143]
1,alCan,8413052090035-1.jpg,8413052090035-1_d6128954546a44e9bc8b05b882594ed1.jpg,1,[24.0],['alCan'],[0.8993930220603943]
1,alCan,8413052090035-2-400g.jpg,8413052090035-2-400g_a4c4817a677e42df87e3dab5e6fc39cd.jpg,1,[24.0],['alCan'],[0.9174104928970337]
1,alCan,91fASwp5g-L.jpg,91fASwp5g-L_1836ba4013f54e3d91342d2c442390dd.jpg,1,[24.0],['alCan'],[0.7452378869056702]
1,alCan,aluminum-can-drops-without-isolated-600nw-2286704423.jpg,aluminum-can-drops-without-isolated-600nw-2286704423_f5d4e2efd1d1490ea33721509a0d58e9.jpg,2,"[14.0, 24.0]","['plasticLid', 'alCan']","[0.910513162612915, 0.8476247191429138]"
1,alCan,beer-can-top-view-two-cans-white-background-36942546.jpg,beer-can-top-view-two-cans-white-background-36942546_dcdafedc749243d6bb7a76333598b93a.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.9143861532211304, 0.8642233610153198]"
1,alCan,cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTExL2ZyYm94X2NvbGFf.png,cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTExL2ZyYm94X2NvbGFf_8d2bad8b77a94bc781d5e9c64feade4b.jpg,1,[24.0],['alCan'],[0.47227951884269714]
1,alCan,Coke-Lemon.jpg,Coke-Lemon_5d5f86c5a6944a329f40ee8738b76ba3.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.9245482087135315, 0.8989773988723755]"
1,alCan,depositphotos_213484082-stock-photo-red-can-top-view-isolate.jpg,depositphotos_213484082-stock-photo-red-can-top-view-isolate_a545446e08e74b12893176c7a780fa72.jpg,1,[24.0],['alCan'],[0.5914143323898315]
1,alCan,diet-coke-1.jpg,diet-coke-1_4b5004cc17bf405a9da8f37472a5c442.jpg,1,[24.0],['alCan'],[0.9159379005432129]
1,alCan,diet-coke-drink-500x500.png,diet-coke-drink-500x500_5a2b7d14f55a4463a0b4bc9268cd9ca9.jpg,1,[24.0],['alCan'],[0.9254330992698669]
1,alCan,diet-cola-drink-can-C60D8E.jpg,diet-cola-drink-can-C60D8E_09eb29cc13b141cd8a997471ef1b41b4.jpg,1,[24.0],['alCan'],[0.9217156767845154]
1,alCan,ewgreh.jpg,ewgreh_07565ccdd15a4c728da3aaabb5e30964.jpg,4,"[24.0, 24.0, 24.0, 24.0]","['alCan', 'alCan', 'alCan', 'alCan']","[0.8843284845352173, 0.8818434476852417, 0.840552568435669, 0.7616705894470215]"
1,alCan,fust_108803.jpg,fust_108803_a65d6bb6fc964a14a54fd805e38ea7e3.jpg,1,[24.0],['alCan'],[0.9155998826026917]
1,alCan,fwe.jpeg,fwe_60a49a4c20b1497682b5f37ece1c66cd.jpg,2,"[24.0, 9.0]","['alCan', 'plasticContainer']","[0.5619906783103943, 0.47031426429748535]"
1,alCan,g-fuel-energy-drink-strawberry-slushine-one-shot-gurl-16oz-4.jpg,g-fuel-energy-drink-strawberry-slushine-one-shot-gurl-16oz-4_5a291cd8fec648faba6eefdac24404ea.jpg,1,[24.0],['alCan'],[0.9333816766738892]
1,alCan,image (13).jpeg,image (13)_38c89d1427e44b8db449c1b7c892b897.jpg,3,"[24.0, 20.0, 9.0]","['alCan', 'glassJar', 'plasticContainer']","[0.8177483081817627, 0.4203612506389618, 0.25405219197273254]"
1,alCan,image (14).jpeg,image (14)_f9ed6b20d0c6446cafc3a4c8c913b9d4.jpg,1,[24.0],['alCan'],[0.8325093984603882]
1,alCan,image (16).jpeg,image (16)_04e18de5cce74b58a8354efffbe3e21c.jpg,1,[24.0],['alCan'],[0.8280823230743408]
1,alCan,image (17).jpeg,image (17)_c56ad8c1eb344664b67c9cfcd6580f56.jpg,5,"[24.0, 24.0, 24.0, 24.0, 24.0]","['alCan', 'alCan', 'alCan', 'alCan', 'alCan']","[0.9277601838111877, 0.8503045439720154, 0.7617074251174927, 0.7395967841148376, 0.5014240145683289]"
1,alCan,image (18).jpeg,image (18)_f582f9624c0348bfb4399d739c673df5.jpg,1,[24.0],['alCan'],[0.8342129588127136]
1,alCan,image (20).jpeg,image (20)_c75a602577fa413181dd9e25dbc06ce0.jpg,2,"[14.0, 24.0]","['plasticLid', 'alCan']","[0.7219605445861816, 0.5361831188201904]"
1,alCan,image (3).jpeg,image (3)_728815676b9243f0996139b999f161c5.jpg,2,"[2.0, 2.0]","['pastry', 'pastry']","[0.7094458341598511, 0.6304139494895935]"
1,alCan,image (4).jpeg,image (4)_4ead7d48d9d141bf8b37912fb0d97105.jpg,1,[11.0],['paperCup'],[0.48964425921440125]
1,alCan,image (5).jpeg,image (5)_98c03c73d2be4a73bc17df9d7c1b9d40.jpg,1,[1.0],['paperBox'],[0.7691110968589783]
1,alCan,image (6).jpeg,image (6)_d8363baadf944aa18db0d18e5a3d906d.jpg,1,[24.0],['alCan'],[0.8674154281616211]
1,alCan,image (7).jpeg,image (7)_8ab9160038c74f56b6629f55b2737476.jpg,1,[24.0],['alCan'],[0.766991138458252]
1,alCan,image (8).jpeg,image (8)_1ac64a9cb797420ab031c009baee84d5.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.9341538548469543, 0.9092237949371338]"
1,alCan,image (9).jpeg,image (9)_a1a80001be1f4391b4f8e9ae3ba1b30b.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.7598952651023865, 0.747229814529419]"
1,alCan,images (4).jpeg,images (4)_e0d38afc0bad44a6a51cfe3a1a4420b0.jpg,1,[24.0],['alCan'],[0.8498613238334656]
1,alCan,mw012.jpg,mw012_8a6e3fb439554c80a8e46a358e70e463.jpg,1,[24.0],['alCan'],[0.912931501865387]
1,alCan,ocean-bomb-street-fighter-ryu-apple-sparkling-tea.png,ocean-bomb-street-fighter-ryu-apple-sparkling-tea_7bfaa822dbb745f39c113ce02721d774.jpg,1,[24.0],['alCan'],[0.9129394292831421]
1,alCan,opened-aluminum-can-with-beer-or-soda-top-view-isolated-on-w.jpg,opened-aluminum-can-with-beer-or-soda-top-view-isolated-on-w_edb9bfb80e1c4d32893cd7c4be7547da.jpg,1,[9.0],['plasticContainer'],[0.7905802726745605]
1,alCan,opened-beer-can-top-view-600nw-485704462.jpg,opened-beer-can-top-view-600nw-485704462_7b5d6be0abeb4abfbe4bb33b330b930c.jpg,2,"[24.0, 9.0]","['alCan', 'plasticContainer']","[0.29697558283805847, 0.27564820647239685]"
1,alCan,PANTCOKE300X241_sq.jpg,PANTCOKE300X241_sq_dc37eabe17d44d4aafbe1170f0c7dc6b.jpg,1,[24.0],['alCan'],[0.914573073387146]
1,alCan,pepm-min.png,pepm-min_27d7b7ffa2494e82a9ecf21607a1ccf8.jpg,1,[24.0],['alCan'],[0.9257667064666748]
1,alCan,pepsi-maxcan.jpg,pepsi-maxcan_c8b7c75aa02c43e3b325408bb3cdbd54.jpg,1,[24.0],['alCan'],[0.9378633499145508]
1,alCan,qfwf.jpeg,qfwf_0a376892ee5d4125abb8b13a193df07f.jpg,1,[24.0],['alCan'],[0.8479030132293701]
1,alCan,schweppes_soda_cans_15cl_x_24__1.png,schweppes_soda_cans_15cl_x_24__1_33df63ffe5ac402ab005a9598241cd9c.jpg,1,[24.0],['alCan'],[0.9302597641944885]
1,alCan,soda-can-top-view-white-background-43796185.jpg,soda-can-top-view-white-background-43796185_0108f6139232418183591127740120c9.jpg,2,"[24.0, 9.0]","['alCan', 'plasticContainer']","[0.861433207988739, 0.8552021980285645]"
1,alCan,Sprite-330ml-021119.jpg,Sprite-330ml-021119_3db6b58e85fa4cc29bcccd69240059a4.jpg,1,[24.0],['alCan'],[0.9143497943878174]
1,alCan,stock-photo-top-view-of-closed-and-opened-aluminium-cans-iso.jpg,stock-photo-top-view-of-closed-and-opened-aluminium-cans-iso_a56cf4733f5f4e65a20d1328e7f9bc9e.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.8890849351882935, 0.8167430758476257]"
1,alCan,top-green-beer-can-isolated-white-22878652.jpg,top-green-beer-can-isolated-white-22878652_c26af3f1af8a47c0913ddd93804622ea.jpg,1,[24.0],['alCan'],[0.3832802474498749]
1,alCan,top-view-of-closed-soda-can-isolated-on-white-background-G25.jpg,top-view-of-closed-soda-can-isolated-on-white-background-G25_8b810e36544741048030269c58cf044a.jpg,1,[24.0],['alCan'],[0.6851686835289001]
1,alCan,top-view-of-green-aluminum-soda-or-beer-can-mockup-vector-23.jpg,top-view-of-green-aluminum-soda-or-beer-can-mockup-vector-23_a7de6c83b3804e129c189f61367a0d44.jpg,1,[14.0],['plasticLid'],[0.906395435333252]
1,alCan,top-view-of-white-aluminum-can-mockup-for-soda-vector-233211.jpg,top-view-of-white-aluminum-can-mockup-for-soda-vector-233211_f6241ab8b77a45eaa729de6894487183.jpg,2,"[14.0, 24.0]","['plasticLid', 'alCan']","[0.640282392501831, 0.42251789569854736]"
1,alCan,turkey-july-7-2015-classic-600nw-294224642.jpg,turkey-july-7-2015-classic-600nw-294224642_207a76b4e27f48cebbc30c238bfe6b1c.jpg,1,[24.0],['alCan'],[0.9040904641151428]
1,alCan,view-from-the-top-beer-can-on-white-background-D0P7P8.jpg,view-from-the-top-beer-can-on-white-background-D0P7P8_cf1cb3d55dd7498a907b3e343c6751b3.jpg,1,[9.0],['plasticContainer'],[0.7759226560592651]
1,alCan,view-top-aluminum-soda-beverage-600nw-2396196487.jpg,view-top-aluminum-soda-beverage-600nw-2396196487_67cfbddc8825492dacf42781ae4d887f.jpg,2,"[24.0, 24.0]","['alCan', 'alCan']","[0.9106504917144775, 0.9093871116638184]"
1,alCan,wewfgg.jpeg,wewfgg_9e781d3812d44a0cb0ee7a33e0e109f5.jpg,1,[24.0],['alCan'],[0.8725494146347046]
2,book,13512008488.jpg,13512008488_1a0fd6fd8c764fe1a44ea8f206bdd5ab.jpg,1,[22.0],['book'],[0.8176165223121643]
2,book,20250327_224512.jpg,20250327_224512_d54878706135490eaefd3fa3cfd1cab3.jpg,1,[22.0],['book'],[0.5287054181098938]
2,book,20250327_224516.jpg,20250327_224516_34b21705f0ce4f79b445c2695c7d6999.jpg,1,[10.0],['paperEnvelope'],[0.6639854907989502]
2,book,20250327_224523.jpg,20250327_224523_0fc1906d448d4dd698a1f909d76fc50f.jpg,2,"[22.0, 3.0]","['book', 'penPencil']","[0.7300211191177368, 0.35934022068977356]"
2,book,20250327_224525.jpg,20250327_224525_da14e6b30a91412d8150b81086b8cbbc.jpg,1,[10.0],['paperEnvelope'],[0.7375920414924622]
2,book,20250327_224531.jpg,20250327_224531_183ce382cb4a46fb86ae9e28a3469f61.jpg,4,"[14.0, 10.0, 22.0, 14.0]","['plasticLid', 'paperEnvelope', 'book', 'plasticLid']","[0.5432507991790771, 0.36391761898994446, 0.32296550273895264, 0.3098418116569519]"
2,book,20250327_224534.jpg,20250327_224534_63eb8881b62b48bf93e2bf7b3e468d62.jpg,4,"[10.0, 14.0, 14.0, 22.0]","['paperEnvelope', 'plasticLid', 'plasticLid', 'book']","[0.7597062587738037, 0.5873481631278992, 0.3547832667827606, 0.25822561979293823]"
2,book,20250327_224538.jpg,20250327_224538_9acc13e2ead04ab79e11502a5bb356db.jpg,3,"[10.0, 14.0, 14.0]","['paperEnvelope', 'plasticLid', 'plasticLid']","[0.7189679741859436, 0.39134812355041504, 0.321211040019989]"
2,book,20250327_224610.jpg,20250327_224610_f60a4042e25645968e580f2f22b49af1.jpg,1,[22.0],['book'],[0.6091436147689819]
2,book,20250327_225129.jpg,20250327_225129_2cdee9a7ef3f47ac84292f708575b1c0.jpg,3,"[14.0, 22.0, 10.0]","['plasticLid', 'book', 'paperEnvelope']","[0.7553675770759583, 0.6295722126960754, 0.5597150325775146]"
2,book,20250327_225135.jpg,20250327_225135_73dd47f2849143b99cfe924b3e590607.jpg,1,[22.0],['book'],[0.8084605932235718]
2,book,20250327_225246.jpg,20250327_225246_6b46b47c5d1147199cee9eba81fdbc50.jpg,1,[22.0],['book'],[0.8410741686820984]
2,book,20250327_225308.jpg,20250327_225308_beefa467d2ab4504bb81867ae3331424.jpg,1,[22.0],['book'],[0.6162520051002502]
2,book,20250327_225356.jpg,20250327_225356_daf3a9727af8447eb8153a4f22c25314.jpg,1,[22.0],['book'],[0.2509845197200775]
2,book,20250327_225414.jpg,20250327_225414_4a3b42eb36924bf59b741406022b49b0.jpg,1,[22.0],['book'],[0.2544165551662445]
2,book,20250327_225432.jpg,20250327_225432_3aae10a9054e4efb8cc614a6df572453.jpg,1,[10.0],['paperEnvelope'],[0.4342901110649109]
2,book,20250327_225451.jpg,20250327_225451_a02e1d02ed5e4274a25fe2bf118aad4a.jpg,1,[22.0],['book'],[0.5357522368431091]
2,book,20250327_225455.jpg,20250327_225455_fdcf5c3989e04eb48fb1965b28e56100.jpg,1,[22.0],['book'],[0.4864887297153473]
2,book,20250327_225504.jpg,20250327_225504_281e1721ef8046c183f7d97f8dc574e4.jpg,2,"[10.0, 22.0]","['paperEnvelope', 'book']","[0.688754677772522, 0.472695529460907]"
2,book,20250327_225523.jpg,20250327_225523_ef828508b09a4f098347ab06f327d1cb.jpg,1,[22.0],['book'],[0.5456787347793579]
2,book,20250327_225555.jpg,20250327_225555_cea56cd02e404d0dbb019ea9b6a5990b.jpg,1,[22.0],['book'],[0.39286506175994873]
2,book,20250327_225600.jpg,20250327_225600_99edf85ab0034be8b7ae96157d8fe518.jpg,1,[22.0],['book'],[0.6835325956344604]
2,book,20250327_225605.jpg,20250327_225605_6696562e17fb4bfe870718c13f3f8b4c.jpg,1,[22.0],['book'],[0.8262329697608948]
2,book,20250327_225809.jpg,20250327_225809_0249fd9fa6d849ecb7503d452a9860bc.jpg,1,[22.0],['book'],[0.3523566424846649]
2,book,20250327_225915.jpg,20250327_225915_b7e180d52c2444b1b9e6f7123aed318f.jpg,4,"[10.0, 22.0, 22.0, 22.0]","['paperEnvelope', 'book', 'book', 'book']","[0.6224772334098816, 0.6022294759750366, 0.5297975540161133, 0.290547639131546]"
2,book,20250327_225933.jpg,20250327_225933_9092f96318a34f53b6f58329fdd7cfec.jpg,1,[22.0],['book'],[0.8282180428504944]
2,book,20250327_225947.jpg,20250327_225947_61b719aa17384783ab966a46759321e2.jpg,3,"[10.0, 22.0, 10.0]","['paperEnvelope', 'book', 'paperEnvelope']","[0.6033074855804443, 0.5247747302055359, 0.33016741275787354]"
2,book,20250327_230018.jpg,20250327_230018_c0fd6730291546068c66370cf331dec9.jpg,1,[22.0],['book'],[0.8828281760215759]
2,book,20250327_230025.jpg,20250327_230025_f4cb3f009b174b53a714850246986960.jpg,1,[22.0],['book'],[0.8824630379676819]
2,book,20250327_230038.jpg,20250327_230038_caac5c5b4501455f887663e401243bb6.jpg,1,[22.0],['book'],[0.7713229656219482]
2,book,20250327_230109.jpg,20250327_230109_8bbf057297964a059cca82d0739d3a35.jpg,2,"[22.0, 22.0]","['book', 'book']","[0.5050462484359741, 0.4006944000720978]"
2,book,20250327_230146.jpg,20250327_230146_4b106387b4544b3595a310bb3feb860c.jpg,3,"[22.0, 22.0, 22.0]","['book', 'book', 'book']","[0.6481624245643616, 0.4616870582103729, 0.30034422874450684]"
2,book,20250327_230204.jpg,20250327_230204_431716cda0ea4171b017993d125fb78b.jpg,1,[22.0],['book'],[0.4592714011669159]
2,book,20250327_230234.jpg,20250327_230234_3f9c949bc40d4308acec053df04b9cc4.jpg,1,[1.0],['paperBox'],[0.33628779649734497]
2,book,20250327_230252.jpg,20250327_230252_f1ff90f63404425e859f75f1f5591ea3.jpg,2,"[10.0, 10.0]","['paperEnvelope', 'paperEnvelope']","[0.7809420824050903, 0.6914706826210022]"
2,book,20250327_230259.jpg,20250327_230259_17c74b33a7c64b50b21c43f6949f6bc2.jpg,3,"[22.0, 22.0, 10.0]","['book', 'book', 'paperEnvelope']","[0.8768075108528137, 0.5193558931350708, 0.3808544874191284]"
2,book,20250327_230311.jpg,20250327_230311_28a346f89730415c855e4c6396ab3e3d.jpg,3,"[10.0, 22.0, 10.0]","['paperEnvelope', 'book', 'paperEnvelope']","[0.7524219751358032, 0.5378775596618652, 0.34801748394966125]"
2,book,20250327_231010.jpg,20250327_231010_8a03194435eb485e8da6df1e32749cd3.jpg,1,[10.0],['paperEnvelope'],[0.6438053250312805]
2,book,20250327_231125.jpg,20250327_231125_36151046e6f740b38f750380182d9007.jpg,1,[22.0],['book'],[0.7902063727378845]
